agents,solveMILP,solveConicGibbsGreedyDynamic,solveGreedy
"[(0, 25, 0.5), (1, 50, 0.25), (2, 75, 0.5), (3, 75, 0.5), (4, 75, 0.5), (5, 75, 0.75), (6, 75, 0.5), (7, 25, 0.25), (8, 50, 0.5), (9, 75, 0.25), (10, 75, 0.25), (11, 75, 0.5), (12, 25, 0.25), (13, 25, 0.75), (14, 25, 0.5), (15, 75, 0.25), (16, 75, 0.75), (17, 25, 0.75), (18, 50, 0.75), (19, 25, 0.75), (20, 75, 0.25), (21, 50, 0.25), (22, 50, 0.25), (23, 50, 0.75), (24, 50, 0.5), (25, 50, 0.5), (26, 25, 0.75), (27, 50, 0.5), (28, 75, 0.25), (29, 75, 0.5), (30, 75, 0.25), (31, 75, 0.25), (32, 25, 0.75), (33, 75, 0.75), (34, 75, 0.5), (35, 25, 0.25), (36, 75, 0.25), (37, 50, 0.75), (38, 50, 0.5), (39, 25, 0.75), (40, 25, 0.5), (41, 50, 0.5), (42, 50, 0.25), (43, 50, 0.75), (44, 25, 0.5), (45, 50, 0.5), (46, 50, 0.25), (47, 25, 0.5), (48, 25, 0.5), (49, 50, 0.5)]",484.7152134292929,127.35121923313424,445.7030999562806
"[(0, 25, 0.25), (1, 50, 0.5), (2, 75, 0.5), (3, 50, 0.5), (4, 25, 0.25), (5, 25, 0.25), (6, 25, 0.5), (7, 50, 0.5), (8, 75, 0.25), (9, 50, 0.5), (10, 25, 0.5), (11, 50, 0.5), (12, 50, 0.5), (13, 50, 0.75), (14, 50, 0.25), (15, 75, 0.5), (16, 25, 0.5), (17, 75, 0.75), (18, 50, 0.5), (19, 25, 0.25), (20, 50, 0.5), (21, 25, 0.25), (22, 75, 0.25), (23, 75, 0.25), (24, 75, 0.25), (25, 75, 0.25), (26, 75, 0.25), (27, 50, 0.5), (28, 50, 0.5), (29, 25, 0.75), (30, 50, 0.25), (31, 25, 0.5), (32, 50, 0.75), (33, 50, 0.5), (34, 75, 0.25), (35, 50, 0.75), (36, 50, 0.5), (37, 75, 0.25), (38, 25, 0.75), (39, 75, 0.25), (40, 75, 0.25), (41, 25, 0.75), (42, 25, 0.5), (43, 75, 0.75), (44, 25, 0.25), (45, 75, 0.75), (46, 25, 0.25), (47, 75, 0.5), (48, 25, 0.25), (49, 25, 0.5)]",438.0820423694108,132.959499426829,389.8437389550909
"[(0, 25, 0.75), (1, 75, 0.75), (2, 25, 0.75), (3, 25, 0.75), (4, 50, 0.75), (5, 75, 0.25), (6, 25, 0.25), (7, 25, 0.25), (8, 75, 0.25), (9, 75, 0.75), (10, 25, 0.25), (11, 50, 0.25), (12, 75, 0.5), (13, 25, 0.5), (14, 25, 0.25), (15, 50, 0.25), (16, 50, 0.5), (17, 25, 0.75), (18, 75, 0.25), (19, 25, 0.75), (20, 50, 0.75), (21, 25, 0.75), (22, 75, 0.25), (23, 25, 0.25), (24, 25, 0.5), (25, 50, 0.5), (26, 75, 0.25), (27, 50, 0.5), (28, 75, 0.25), (29, 25, 0.75), (30, 25, 0.5), (31, 25, 0.5), (32, 75, 0.5), (33, 75, 0.25), (34, 50, 0.5), (35, 50, 0.25), (36, 25, 0.25), (37, 50, 0.25), (38, 50, 0.25), (39, 50, 0.5), (40, 50, 0.75), (41, 75, 0.5), (42, 75, 0.75), (43, 75, 0.25), (44, 75, 0.25), (45, 75, 0.25), (46, 75, 0.25), (47, 25, 0.75), (48, 50, 0.25), (49, 25, 0.25)]",445.35295101722886,132.04538252640293,390.2343643527091
"[(0, 50, 0.75), (1, 50, 0.5), (2, 75, 0.5), (3, 75, 0.25), (4, 50, 0.75), (5, 75, 0.25), (6, 50, 0.5), (7, 50, 0.25), (8, 75, 0.75), (9, 75, 0.5), (10, 75, 0.75), (11, 50, 0.75), (12, 50, 0.5), (13, 75, 0.75), (14, 75, 0.75), (15, 75, 0.5), (16, 75, 0.75), (17, 50, 0.75), (18, 75, 0.75), (19, 50, 0.25), (20, 75, 0.25), (21, 50, 0.75), (22, 50, 0.25), (23, 50, 0.25), (24, 50, 0.75), (25, 25, 0.75), (26, 25, 0.75), (27, 75, 0.5), (28, 25, 0.5), (29, 75, 0.25), (30, 75, 0.5), (31, 25, 0.75), (32, 75, 0.5), (33, 75, 0.75), (34, 25, 0.75), (35, 50, 0.5), (36, 75, 0.25), (37, 25, 0.75), (38, 25, 0.5), (39, 75, 0.5), (40, 75, 0.5), (41, 75, 0.25), (42, 25, 0.75), (43, 75, 0.75), (44, 25, 0.75), (45, 25, 0.25), (46, 50, 0.5), (47, 25, 0.5), (48, 50, 0.25), (49, 75, 0.5)]",620.4631990470515,132.84094785077573,534.3749964825222
"[(0, 75, 0.25), (1, 25, 0.5), (2, 25, 0.75), (3, 25, 0.75), (4, 75, 0.75), (5, 50, 0.5), (6, 50, 0.75), (7, 25, 0.25), (8, 50, 0.75), (9, 25, 0.75), (10, 75, 0.75), (11, 75, 0.5), (12, 25, 0.25), (13, 50, 0.25), (14, 50, 0.5), (15, 50, 0.25), (16, 25, 0.5), (17, 75, 0.5), (18, 50, 0.75), (19, 25, 0.25), (20, 50, 0.5), (21, 25, 0.5), (22, 50, 0.75), (23, 50, 0.75), (24, 50, 0.25), (25, 75, 0.5), (26, 25, 0.25), (27, 50, 0.25), (28, 25, 0.25), (29, 25, 0.25), (30, 50, 0.5), (31, 25, 0.25), (32, 25, 0.5), (33, 25, 0.25), (34, 50, 0.5), (35, 75, 0.25), (36, 75, 0.25), (37, 75, 0.75), (38, 75, 0.5), (39, 50, 0.75), (40, 75, 0.75), (41, 50, 0.5), (42, 25, 0.75), (43, 50, 0.5), (44, 75, 0.25), (45, 50, 0.25), (46, 75, 0.25), (47, 25, 0.5), (48, 25, 0.75), (49, 25, 0.5)]",521.1509302625399,121.80009766300886,433.5937497280216
"[(0, 50, 0.5), (1, 50, 0.5), (2, 75, 0.25), (3, 50, 0.75), (4, 75, 0.25), (5, 25, 0.75), (6, 50, 0.75), (7, 75, 0.75), (8, 25, 0.5), (9, 50, 0.25), (10, 50, 0.5), (11, 50, 0.5), (12, 50, 0.5), (13, 75, 0.75), (14, 25, 0.5), (15, 25, 0.5), (16, 50, 0.25), (17, 75, 0.75), (18, 50, 0.25), (19, 50, 0.25), (20, 75, 0.75), (21, 50, 0.75), (22, 75, 0.25), (23, 50, 0.5), (24, 25, 0.75), (25, 75, 0.75), (26, 75, 0.75), (27, 25, 0.5), (28, 75, 0.25), (29, 50, 0.5), (30, 25, 0.5), (31, 75, 0.75), (32, 50, 0.25), (33, 75, 0.25), (34, 75, 0.25), (35, 75, 0.75), (36, 25, 0.75), (37, 50, 0.75), (38, 75, 0.5), (39, 75, 0.75), (40, 50, 0.75), (41, 50, 0.5), (42, 25, 0.5), (43, 25, 0.25), (44, 25, 0.75), (45, 75, 0.25), (46, 50, 0.75), (47, 25, 0.25), (48, 75, 0.75), (49, 75, 0.75)]",685.988751141384,151.68645746199638,548.4374847423155
"[(0, 75, 0.5), (1, 75, 0.5), (2, 75, 0.5), (3, 75, 0.25), (4, 50, 0.75), (5, 50, 0.75), (6, 25, 0.25), (7, 75, 0.25), (8, 25, 0.5), (9, 75, 0.75), (10, 25, 0.75), (11, 50, 0.75), (12, 50, 0.75), (13, 50, 0.5), (14, 75, 0.75), (15, 75, 0.5), (16, 75, 0.5), (17, 25, 0.75), (18, 75, 0.5), (19, 25, 0.75), (20, 25, 0.5), (21, 25, 0.25), (22, 25, 0.5), (23, 25, 0.5), (24, 75, 0.25), (25, 75, 0.25), (26, 50, 0.25), (27, 25, 0.5), (28, 25, 0.75), (29, 50, 0.5), (30, 75, 0.25), (31, 50, 0.75), (32, 75, 0.25), (33, 25, 0.75), (34, 50, 0.25), (35, 50, 0.5), (36, 50, 0.5), (37, 75, 0.25), (38, 75, 0.5), (39, 75, 0.25), (40, 75, 0.25), (41, 50, 0.5), (42, 25, 0.25), (43, 25, 0.75), (44, 50, 0.75), (45, 75, 0.75), (46, 50, 0.25), (47, 25, 0.75), (48, 75, 0.25), (49, 75, 0.5)]",503.3868803661972,126.76476706697166,476.95310639955903
"[(0, 50, 0.75), (1, 25, 0.75), (2, 75, 0.25), (3, 75, 0.5), (4, 50, 0.5), (5, 75, 0.5), (6, 75, 0.5), (7, 50, 0.75), (8, 50, 0.5), (9, 50, 0.25), (10, 75, 0.75), (11, 75, 0.75), (12, 25, 0.5), (13, 75, 0.75), (14, 75, 0.25), (15, 25, 0.75), (16, 50, 0.25), (17, 50, 0.5), (18, 25, 0.5), (19, 75, 0.25), (20, 75, 0.75), (21, 50, 0.75), (22, 75, 0.5), (23, 25, 0.25), (24, 50, 0.25), (25, 50, 0.5), (26, 50, 0.25), (27, 50, 0.25), (28, 25, 0.25), (29, 50, 0.5), (30, 25, 0.5), (31, 50, 0.25), (32, 25, 0.5), (33, 25, 0.5), (34, 50, 0.25), (35, 25, 0.75), (36, 50, 0.75), (37, 50, 0.5), (38, 75, 0.5), (39, 25, 0.5), (40, 75, 0.25), (41, 50, 0.5), (42, 25, 0.75), (43, 50, 0.5), (44, 25, 0.25), (45, 75, 0.75), (46, 50, 0.25), (47, 75, 0.5), (48, 50, 0.75), (49, 50, 0.75)]",550.1585108744733,134.24609810497589,469.53123313278735
"[(0, 75, 0.25), (1, 50, 0.75), (2, 50, 0.75), (3, 50, 0.75), (4, 50, 0.75), (5, 75, 0.75), (6, 50, 0.25), (7, 50, 0.75), (8, 25, 0.25), (9, 25, 0.5), (10, 75, 0.75), (11, 25, 0.75), (12, 25, 0.75), (13, 50, 0.5), (14, 75, 0.75), (15, 25, 0.5), (16, 25, 0.75), (17, 75, 0.25), (18, 75, 0.75), (19, 25, 0.75), (20, 50, 0.25), (21, 50, 0.75), (22, 75, 0.25), (23, 25, 0.25), (24, 50, 0.25), (25, 50, 0.5), (26, 75, 0.25), (27, 75, 0.25), (28, 50, 0.5), (29, 25, 0.5), (30, 75, 0.75), (31, 75, 0.5), (32, 25, 0.75), (33, 75, 0.75), (34, 50, 0.75), (35, 50, 0.5), (36, 75, 0.75), (37, 75, 0.75), (38, 50, 0.25), (39, 50, 0.25), (40, 50, 0.25), (41, 50, 0.25), (42, 50, 0.5), (43, 25, 0.75), (44, 75, 0.25), (45, 25, 0.25), (46, 75, 0.75), (47, 50, 0.75), (48, 25, 0.25), (49, 50, 0.25)]",657.8887888605192,131.2678509805972,530.468741388739
"[(0, 25, 0.75), (1, 50, 0.25), (2, 50, 0.5), (3, 25, 0.25), (4, 25, 0.75), (5, 50, 0.25), (6, 75, 0.25), (7, 25, 0.75), (8, 75, 0.5), (9, 75, 0.25), (10, 50, 0.5), (11, 50, 0.75), (12, 50, 0.75), (13, 25, 0.75), (14, 50, 0.75), (15, 75, 0.25), (16, 50, 0.75), (17, 75, 0.5), (18, 75, 0.75), (19, 50, 0.5), (20, 75, 0.25), (21, 50, 0.75), (22, 25, 0.25), (23, 75, 0.5), (24, 75, 0.5), (25, 25, 0.5), (26, 75, 0.25), (27, 50, 0.5), (28, 25, 0.25), (29, 50, 0.25), (30, 75, 0.75), (31, 50, 0.75), (32, 75, 0.75), (33, 25, 0.5), (34, 50, 0.25), (35, 50, 0.75), (36, 25, 0.75), (37, 75, 0.25), (38, 25, 0.75), (39, 25, 0.25), (40, 75, 0.5), (41, 25, 0.5), (42, 50, 0.5), (43, 50, 0.5), (44, 75, 0.75), (45, 50, 0.25), (46, 50, 0.25), (47, 75, 0.5), (48, 25, 0.25), (49, 75, 0.75)]",559.585147329125,160.5454480829616,530.8593685836817
"[(0, 25, 0.75), (1, 50, 0.25), (2, 50, 0.5), (3, 75, 0.5), (4, 25, 0.5), (5, 25, 0.5), (6, 75, 0.25), (7, 50, 0.75), (8, 75, 0.25), (9, 25, 0.5), (10, 50, 0.5), (11, 25, 0.25), (12, 75, 0.25), (13, 50, 0.75), (14, 25, 0.5), (15, 75, 0.75), (16, 75, 0.5), (17, 75, 0.75), (18, 50, 0.75), (19, 50, 0.75), (20, 25, 0.75), (21, 50, 0.5), (22, 25, 0.25), (23, 50, 0.5), (24, 75, 0.5), (25, 50, 0.5), (26, 50, 0.5), (27, 25, 0.75), (28, 25, 0.75), (29, 25, 0.75), (30, 50, 0.25), (31, 25, 0.25), (32, 75, 0.5), (33, 50, 0.75), (34, 25, 0.5), (35, 25, 0.25), (36, 25, 0.25), (37, 25, 0.25), (38, 50, 0.75), (39, 75, 0.25), (40, 25, 0.75), (41, 50, 0.75), (42, 25, 0.5), (43, 75, 0.5), (44, 75, 0.75), (45, 25, 0.75), (46, 25, 0.5), (47, 75, 0.25), (48, 50, 0.75), (49, 25, 0.75)]",522.0585480984208,126.66111477831284,456.2499806902202
"[(0, 50, 0.5), (1, 25, 0.25), (2, 50, 0.5), (3, 50, 0.75), (4, 25, 0.25), (5, 25, 0.25), (6, 25, 0.5), (7, 50, 0.25), (8, 25, 0.25), (9, 50, 0.5), (10, 25, 0.75), (11, 75, 0.5), (12, 50, 0.5), (13, 75, 0.75), (14, 75, 0.25), (15, 25, 0.75), (16, 50, 0.5), (17, 75, 0.25), (18, 75, 0.25), (19, 25, 0.75), (20, 50, 0.25), (21, 50, 0.5), (22, 75, 0.25), (23, 50, 0.5), (24, 75, 0.5), (25, 25, 0.25), (26, 25, 0.25), (27, 50, 0.25), (28, 50, 0.75), (29, 75, 0.5), (30, 25, 0.75), (31, 25, 0.25), (32, 75, 0.25), (33, 75, 0.75), (34, 25, 0.75), (35, 75, 0.75), (36, 25, 0.5), (37, 25, 0.25), (38, 75, 0.75), (39, 75, 0.5), (40, 75, 0.25), (41, 75, 0.5), (42, 50, 0.5), (43, 25, 0.5), (44, 75, 0.25), (45, 25, 0.75), (46, 75, 0.5), (47, 75, 0.75), (48, 25, 0.75), (49, 25, 0.5)]",508.3305207349295,165.12183323909687,479.68749749615847
"[(0, 25, 0.5), (1, 75, 0.5), (2, 75, 0.25), (3, 75, 0.25), (4, 25, 0.5), (5, 50, 0.5), (6, 75, 0.75), (7, 75, 0.25), (8, 50, 0.5), (9, 25, 0.25), (10, 25, 0.25), (11, 75, 0.25), (12, 25, 0.25), (13, 25, 0.25), (14, 75, 0.75), (15, 75, 0.25), (16, 50, 0.5), (17, 25, 0.5), (18, 75, 0.75), (19, 75, 0.75), (20, 25, 0.75), (21, 25, 0.25), (22, 75, 0.25), (23, 25, 0.25), (24, 50, 0.75), (25, 25, 0.25), (26, 75, 0.5), (27, 75, 0.5), (28, 25, 0.75), (29, 50, 0.25), (30, 25, 0.75), (31, 25, 0.75), (32, 50, 0.5), (33, 75, 0.75), (34, 25, 0.75), (35, 50, 0.5), (36, 50, 0.25), (37, 50, 0.75), (38, 25, 0.25), (39, 75, 0.5), (40, 75, 0.25), (41, 25, 0.75), (42, 75, 0.75), (43, 75, 0.5), (44, 25, 0.75), (45, 50, 0.5), (46, 25, 0.5), (47, 50, 0.75), (48, 50, 0.75), (49, 50, 0.75)]",564.264930584777,141.6737943923767,486.7187425481669
"[(0, 25, 0.75), (1, 75, 0.75), (2, 50, 0.25), (3, 50, 0.25), (4, 50, 0.5), (5, 25, 0.5), (6, 50, 0.75), (7, 75, 0.25), (8, 50, 0.25), (9, 75, 0.75), (10, 75, 0.75), (11, 50, 0.25), (12, 25, 0.5), (13, 75, 0.5), (14, 50, 0.75), (15, 75, 0.25), (16, 50, 0.25), (17, 75, 0.5), (18, 75, 0.25), (19, 75, 0.25), (20, 50, 0.5), (21, 25, 0.5), (22, 25, 0.25), (23, 25, 0.25), (24, 50, 0.25), (25, 75, 0.5), (26, 25, 0.75), (27, 50, 0.75), (28, 50, 0.75), (29, 50, 0.5), (30, 75, 0.5), (31, 50, 0.75), (32, 75, 0.75), (33, 25, 0.5), (34, 25, 0.5), (35, 25, 0.5), (36, 50, 0.75), (37, 25, 0.25), (38, 75, 0.5), (39, 25, 0.75), (40, 50, 0.75), (41, 50, 0.75), (42, 50, 0.75), (43, 75, 0.5), (44, 50, 0.5), (45, 25, 0.75), (46, 50, 0.25), (47, 25, 0.25), (48, 50, 0.25), (49, 75, 0.25)]",554.8366316275813,120.82294809760675,471.4843694396012
"[(0, 25, 0.75), (1, 25, 0.25), (2, 75, 0.75), (3, 75, 0.25), (4, 75, 0.25), (5, 75, 0.5), (6, 50, 0.25), (7, 25, 0.75), (8, 75, 0.75), (9, 50, 0.25), (10, 25, 0.5), (11, 75, 0.25), (12, 50, 0.75), (13, 25, 0.25), (14, 75, 0.75), (15, 50, 0.75), (16, 75, 0.75), (17, 75, 0.75), (18, 75, 0.5), (19, 25, 0.75), (20, 50, 0.5), (21, 25, 0.5), (22, 75, 0.25), (23, 50, 0.75), (24, 50, 0.25), (25, 25, 0.25), (26, 75, 0.5), (27, 25, 0.25), (28, 75, 0.5), (29, 75, 0.25), (30, 50, 0.75), (31, 25, 0.5), (32, 25, 0.75), (33, 25, 0.25), (34, 75, 0.5), (35, 25, 0.75), (36, 50, 0.25), (37, 75, 0.5), (38, 50, 0.5), (39, 50, 0.5), (40, 75, 0.5), (41, 75, 0.25), (42, 75, 0.25), (43, 25, 0.75), (44, 50, 0.25), (45, 25, 0.75), (46, 75, 0.25), (47, 25, 0.25), (48, 25, 0.75), (49, 25, 0.75)]",531.4868447117672,127.84819358690903,481.640622162192
"[(0, 50, 0.75), (1, 50, 0.75), (2, 25, 0.25), (3, 75, 0.25), (4, 25, 0.5), (5, 50, 0.5), (6, 25, 0.75), (7, 75, 0.5), (8, 75, 0.75), (9, 50, 0.25), (10, 25, 0.25), (11, 25, 0.75), (12, 50, 0.5), (13, 25, 0.5), (14, 25, 0.25), (15, 75, 0.75), (16, 75, 0.5), (17, 75, 0.5), (18, 25, 0.5), (19, 50, 0.5), (20, 25, 0.75), (21, 25, 0.5), (22, 25, 0.5), (23, 50, 0.25), (24, 75, 0.75), (25, 25, 0.75), (26, 75, 0.5), (27, 50, 0.5), (28, 25, 0.75), (29, 50, 0.75), (30, 50, 0.75), (31, 75, 0.25), (32, 50, 0.75), (33, 50, 0.25), (34, 25, 0.75), (35, 25, 0.75), (36, 25, 0.5), (37, 75, 0.25), (38, 25, 0.25), (39, 75, 0.5), (40, 25, 0.5), (41, 25, 0.5), (42, 75, 0.25), (43, 75, 0.25), (44, 75, 0.25), (45, 25, 0.25), (46, 50, 0.75), (47, 25, 0.5), (48, 25, 0.5), (49, 50, 0.75)]",512.8135160466209,129.78743564885735,456.2499774210322
"[(0, 50, 0.25), (1, 75, 0.75), (2, 75, 0.5), (3, 75, 0.5), (4, 50, 0.25), (5, 75, 0.25), (6, 50, 0.75), (7, 50, 0.75), (8, 75, 0.75), (9, 75, 0.25), (10, 50, 0.5), (11, 75, 0.25), (12, 50, 0.5), (13, 25, 0.5), (14, 25, 0.75), (15, 50, 0.5), (16, 25, 0.5), (17, 50, 0.75), (18, 25, 0.75), (19, 50, 0.5), (20, 75, 0.5), (21, 25, 0.75), (22, 25, 0.5), (23, 50, 0.5), (24, 25, 0.75), (25, 25, 0.25), (26, 50, 0.25), (27, 75, 0.75), (28, 75, 0.75), (29, 50, 0.75), (30, 25, 0.5), (31, 50, 0.25), (32, 25, 0.25), (33, 75, 0.25), (34, 25, 0.75), (35, 50, 0.75), (36, 50, 0.5), (37, 75, 0.5), (38, 50, 0.25), (39, 25, 0.25), (40, 25, 0.5), (41, 25, 0.75), (42, 75, 0.5), (43, 25, 0.25), (44, 25, 0.75), (45, 75, 0.75), (46, 50, 0.75), (47, 50, 0.25), (48, 50, 0.25), (49, 75, 0.25)]",550.1585108744414,154.6581609629272,508.5937409922941
"[(0, 75, 0.25), (1, 50, 0.75), (2, 75, 0.75), (3, 25, 0.25), (4, 25, 0.25), (5, 75, 0.25), (6, 25, 0.5), (7, 25, 0.5), (8, 75, 0.25), (9, 75, 0.75), (10, 75, 0.75), (11, 75, 0.25), (12, 75, 0.75), (13, 75, 0.5), (14, 75, 0.5), (15, 25, 0.5), (16, 75, 0.75), (17, 50, 0.75), (18, 50, 0.75), (19, 75, 0.5), (20, 50, 0.75), (21, 50, 0.75), (22, 75, 0.75), (23, 25, 0.75), (24, 25, 0.5), (25, 50, 0.75), (26, 50, 0.75), (27, 75, 0.25), (28, 75, 0.25), (29, 25, 0.5), (30, 50, 0.25), (31, 50, 0.25), (32, 25, 0.5), (33, 75, 0.25), (34, 25, 0.75), (35, 50, 0.75), (36, 50, 0.75), (37, 75, 0.25), (38, 50, 0.75), (39, 25, 0.25), (40, 25, 0.5), (41, 50, 0.5), (42, 50, 0.5), (43, 75, 0.25), (44, 25, 0.75), (45, 25, 0.5), (46, 25, 0.75), (47, 50, 0.25), (48, 50, 0.75), (49, 25, 0.25)]",620.2799290727514,143.41688842330424,534.7656154899909
"[(0, 25, 0.25), (1, 75, 0.75), (2, 50, 0.5), (3, 25, 0.25), (4, 25, 0.25), (5, 50, 0.5), (6, 50, 0.5), (7, 25, 0.75), (8, 25, 0.25), (9, 75, 0.25), (10, 25, 0.25), (11, 50, 0.25), (12, 50, 0.25), (13, 25, 0.5), (14, 50, 0.75), (15, 25, 0.25), (16, 50, 0.5), (17, 25, 0.75), (18, 50, 0.5), (19, 25, 0.75), (20, 50, 0.5), (21, 25, 0.75), (22, 25, 0.75), (23, 75, 0.75), (24, 75, 0.25), (25, 25, 0.5), (26, 50, 0.75), (27, 50, 0.25), (28, 75, 0.5), (29, 25, 0.75), (30, 25, 0.5), (31, 50, 0.5), (32, 75, 0.5), (33, 75, 0.25), (34, 25, 0.5), (35, 75, 0.75), (36, 25, 0.25), (37, 50, 0.25), (38, 25, 0.25), (39, 50, 0.25), (40, 25, 0.5), (41, 75, 0.5), (42, 75, 0.75), (43, 25, 0.5), (44, 50, 0.5), (45, 50, 0.5), (46, 50, 0.25), (47, 75, 0.75), (48, 75, 0.75), (49, 25, 0.5)]",515.3819244466142,146.5943981075325,455.8593570532957
"[(0, 75, 0.5), (1, 25, 0.25), (2, 75, 0.75), (3, 50, 0.25), (4, 50, 0.5), (5, 50, 0.75), (6, 25, 0.75), (7, 25, 0.75), (8, 75, 0.5), (9, 25, 0.5), (10, 75, 0.25), (11, 50, 0.25), (12, 75, 0.75), (13, 75, 0.75), (14, 75, 0.5), (15, 50, 0.25), (16, 75, 0.75), (17, 75, 0.75), (18, 50, 0.75), (19, 75, 0.5), (20, 50, 0.25), (21, 75, 0.75), (22, 75, 0.25), (23, 75, 0.5), (24, 25, 0.5), (25, 75, 0.75), (26, 50, 0.25), (27, 50, 0.75), (28, 50, 0.75), (29, 75, 0.75), (30, 75, 0.5), (31, 50, 0.25), (32, 75, 0.75), (33, 75, 0.5), (34, 75, 0.5), (35, 50, 0.75), (36, 75, 0.5), (37, 75, 0.5), (38, 50, 0.75), (39, 75, 0.25), (40, 75, 0.75), (41, 50, 0.5), (42, 75, 0.25), (43, 50, 0.5), (44, 75, 0.75), (45, 75, 0.25), (46, 50, 0.25), (47, 50, 0.5), (48, 75, 0.25), (49, 50, 0.25)]",690.3605304211721,148.9709534352974,591.7968663668635
"[(0, 25, 0.25), (1, 75, 0.25), (2, 25, 0.75), (3, 50, 0.25), (4, 25, 0.75), (5, 75, 0.75), (6, 75, 0.5), (7, 75, 0.25), (8, 75, 0.25), (9, 25, 0.75), (10, 50, 0.75), (11, 75, 0.25), (12, 25, 0.5), (13, 75, 0.5), (14, 50, 0.25), (15, 50, 0.75), (16, 50, 0.75), (17, 75, 0.75), (18, 50, 0.75), (19, 50, 0.25), (20, 25, 0.5), (21, 25, 0.25), (22, 50, 0.25), (23, 75, 0.75), (24, 75, 0.25), (25, 25, 0.5), (26, 75, 0.75), (27, 25, 0.75), (28, 50, 0.5), (29, 25, 0.5), (30, 75, 0.25), (31, 50, 0.25), (32, 50, 0.25), (33, 25, 0.75), (34, 75, 0.25), (35, 75, 0.75), (36, 50, 0.25), (37, 25, 0.75), (38, 50, 0.75), (39, 50, 0.5), (40, 25, 0.75), (41, 25, 0.25), (42, 25, 0.5), (43, 50, 0.25), (44, 50, 0.25), (45, 75, 0.5), (46, 75, 0.75), (47, 25, 0.25), (48, 50, 0.5), (49, 25, 0.25)]",554.0112670846943,143.67828113957376,477.7343677161287
"[(0, 75, 0.25), (1, 25, 0.25), (2, 25, 0.75), (3, 75, 0.5), (4, 25, 0.75), (5, 50, 0.75), (6, 75, 0.25), (7, 50, 0.5), (8, 50, 0.25), (9, 25, 0.75), (10, 75, 0.25), (11, 25, 0.75), (12, 25, 0.75), (13, 75, 0.5), (14, 75, 0.25), (15, 50, 0.5), (16, 75, 0.75), (17, 25, 0.5), (18, 75, 0.5), (19, 75, 0.5), (20, 50, 0.75), (21, 50, 0.25), (22, 75, 0.25), (23, 50, 0.25), (24, 75, 0.75), (25, 75, 0.75), (26, 50, 0.5), (27, 75, 0.5), (28, 50, 0.25), (29, 75, 0.75), (30, 75, 0.75), (31, 75, 0.25), (32, 25, 0.75), (33, 75, 0.5), (34, 75, 0.75), (35, 75, 0.75), (36, 50, 0.25), (37, 50, 0.25), (38, 75, 0.25), (39, 25, 0.75), (40, 75, 0.25), (41, 50, 0.75), (42, 75, 0.75), (43, 75, 0.5), (44, 50, 0.75), (45, 50, 0.5), (46, 25, 0.75), (47, 25, 0.25), (48, 75, 0.75), (49, 50, 0.25)]",625.0301122607124,126.93776227806585,544.921869379023
"[(0, 75, 0.25), (1, 75, 0.25), (2, 75, 0.5), (3, 25, 0.75), (4, 50, 0.5), (5, 25, 0.75), (6, 50, 0.25), (7, 25, 0.5), (8, 75, 0.5), (9, 25, 0.75), (10, 25, 0.25), (11, 75, 0.5), (12, 50, 0.25), (13, 75, 0.25), (14, 75, 0.5), (15, 50, 0.75), (16, 75, 0.25), (17, 50, 0.5), (18, 25, 0.75), (19, 75, 0.75), (20, 25, 0.75), (21, 50, 0.5), (22, 75, 0.75), (23, 75, 0.75), (24, 25, 0.5), (25, 75, 0.5), (26, 75, 0.75), (27, 75, 0.75), (28, 75, 0.75), (29, 25, 0.75), (30, 50, 0.25), (31, 75, 0.75), (32, 50, 0.25), (33, 75, 0.5), (34, 25, 0.5), (35, 25, 0.75), (36, 25, 0.75), (37, 75, 0.75), (38, 25, 0.75), (39, 75, 0.5), (40, 25, 0.5), (41, 50, 0.25), (42, 75, 0.25), (43, 50, 0.25), (44, 75, 0.25), (45, 75, 0.5), (46, 25, 0.75), (47, 50, 0.75), (48, 25, 0.75), (49, 25, 0.25)]",582.9382592499917,131.9668121151261,508.59374747319896
"[(0, 50, 0.75), (1, 75, 0.5), (2, 50, 0.75), (3, 75, 0.5), (4, 25, 0.5), (5, 50, 0.5), (6, 50, 0.75), (7, 25, 0.25), (8, 25, 0.75), (9, 75, 0.25), (10, 75, 0.5), (11, 25, 0.5), (12, 25, 0.25), (13, 25, 0.25), (14, 75, 0.75), (15, 50, 0.5), (16, 50, 0.75), (17, 25, 0.75), (18, 50, 0.75), (19, 75, 0.25), (20, 75, 0.25), (21, 25, 0.25), (22, 75, 0.25), (23, 25, 0.5), (24, 75, 0.25), (25, 25, 0.75), (26, 50, 0.5), (27, 75, 0.25), (28, 75, 0.5), (29, 75, 0.75), (30, 50, 0.75), (31, 75, 0.5), (32, 50, 0.25), (33, 75, 0.25), (34, 50, 0.25), (35, 25, 0.25), (36, 50, 0.5), (37, 50, 0.5), (38, 25, 0.25), (39, 50, 0.75), (40, 25, 0.75), (41, 75, 0.75), (42, 75, 0.5), (43, 25, 0.25), (44, 25, 0.75), (45, 50, 0.75), (46, 75, 0.25), (47, 75, 0.75), (48, 50, 0.25), (49, 75, 0.5)]",545.5916019196123,123.7988357508525,471.4843742599727
